ID,Warehouse_block,Mode_of_Shipment,Customer_id,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
7827,1,Ship,C29587962,4,2,136,4,medium,M,9,5038,0
7828,2,Ship,S47410155,2,2,173,3,low,F,10,4736,0
7829,3,Ship,I52592007,3,4,221,3,low,M,10,4927,1
7830,5,Ship,M22080040,5,3,204,3,low,M,10,5610,1
7831,4,Ship,B57106503,4,5,149,2,low,M,2,5724,1
7832,5,Ship,D50692382,2,1,166,3,medium,F,7,5990,1
7833,1,Ship,Q12655977,5,4,265,2,low,F,2,5164,1
7834,2,Ship,S40518332,3,1,140,2,low,F,8,5253,1
7835,3,Ship,E29096285,4,3,234,3,medium,F,9,4868,1
7836,5,Ship,W42815803,3,5,139,2,low,F,6,5181,0
7837,4,Ship,E54763767,3,4,232,2,low,F,8,5629,1
7838,5,Ship,L23041643,3,5,187,4,medium,F,4,5640,0
7839,1,Ship,A18527580,3,4,197,6,medium,M,3,4890,1
7840,2,Ship,X59715392,3,4,273,2,medium,F,5,5223,0
7841,3,Ship,D27416517,3,2,201,3,medium,M,7,4890,0
7842,5,Ship,F31185762,2,2,201,3,high,M,2,4865,1
7843,4,Ship,E28513282,4,3,227,3,medium,M,10,5782,1
7844,5,Ship,R51315108,3,5,171,2,medium,M,1,4783,1
7845,1,Ship,W24001691,3,5,192,2,low,F,7,5069,1
7846,2,Ship,P48433854,3,1,226,3,high,M,2,4831,1
7847,3,Ship,Y55841995,3,4,252,2,medium,F,6,4040,1
7848,5,Ship,T39445458,4,5,177,3,medium,F,7,4243,1
7849,4,Ship,G44783028,3,5,211,3,medium,M,5,4058,1
7850,5,Ship,V40255206,6,3,170,4,low,M,1,4912,0
7851,1,Ship,B54933953,2,3,118,4,medium,M,7,5510,0
7852,2,Ship,C18690594,4,4,146,3,low,M,3,5225,1
7853,3,Ship,N22200223,3,5,150,3,high,M,6,4565,0
7854,5,Ship,X11581947,5,5,243,3,medium,M,3,5700,1
7855,4,Ship,K19926757,4,4,135,3,medium,M,6,4335,1
7856,5,Ship,L56026843,4,5,209,3,low,F,6,5899,1
7857,1,Ship,E28242128,4,5,217,3,medium,M,2,5461,1
7858,2,Ship,D15521122,2,2,287,4,medium,M,10,5972,0
7859,3,Ship,P42161690,2,3,239,6,medium,M,4,4022,0
7860,5,Ship,O59838588,5,2,189,2,medium,M,2,4636,1
7861,4,Ship,C58660775,4,2,139,3,medium,M,10,4648,0
7862,5,Ship,S19154113,4,2,255,3,low,F,8,5865,0
7863,1,Ship,I53561615,5,1,132,4,medium,F,4,5461,0
7864,2,Ship,M49191185,4,1,136,3,medium,F,4,5060,1
7865,3,Ship,B24336833,5,3,143,3,low,M,6,4761,1
7866,5,Ship,D53965043,3,4,201,2,low,F,8,4394,0
7867,4,Ship,Q23888610,6,5,278,5,medium,F,2,4361,1
7868,5,Ship,S55783487,4,3,213,3,medium,M,4,4367,0
7869,1,Ship,E47835474,2,1,202,2,medium,F,5,4456,0
7870,2,Ship,W22920373,4,5,240,2,medium,M,6,5045,1
7871,3,Ship,E50360459,5,4,223,3,low,M,7,4671,1
7872,5,Ship,L10090030,4,4,193,3,low,M,2,5975,1
7873,4,Ship,A35596816,3,1,224,3,low,M,8,4908,0
7874,5,Ship,X29661682,3,1,202,3,medium,F,7,5818,0
7875,1,Ship,D24846692,4,5,236,4,medium,M,1,4082,0
7876,2,Ship,F44678245,3,3,216,4,low,F,9,5107,1
7877,3,Ship,E59320810,3,1,229,3,medium,M,7,5324,1
7878,5,Ship,R51296845,4,5,275,3,medium,M,1,5394,1
7879,4,Ship,W23709148,3,3,250,2,medium,F,8,5067,0
7880,5,Ship,P26375194,4,3,196,3,low,M,10,4433,1
7881,1,Ship,Y33607487,2,2,220,3,low,M,1,,0
7882,2,Ship,T10610196,4,4,152,3,low,M,8,4430,0
7883,3,Ship,G11522531,3,2,186,2,low,M,7,5522,0
7884,5,Ship,V31821313,3,1,189,3,low,F,3,5866,1
7885,4,Ship,B56001559,3,1,222,3,low,M,1,5362,1
7886,5,Ship,C37324631,4,1,139,3,low,F,7,5317,0
7887,1,Ship,N53343712,5,1,169,4,low,M,6,4253,1
7888,2,Ship,X18332187,4,3,137,3,medium,M,9,5016,0
7889,3,Ship,K52669655,3,1,212,6,low,M,5,5339,0
7890,5,Ship,L28640865,3,5,230,4,low,F,5,4450,1
7891,4,Ship,E22246717,3,2,262,2,low,M,7,5141,1
7892,5,Ship,D17559219,4,4,166,2,low,M,8,5192,0
7893,1,Ship,P48098589,6,2,99,3,low,M,8,5872,0
7894,2,Ship,O34550784,4,2,263,3,low,F,7,5395,1
7895,3,Ship,C52963038,5,4,223,3,low,M,8,4310,1
7896,5,Ship,S20554614,3,1,220,2,low,F,7,5653,0
7897,4,Ship,I37036788,3,3,242,3,medium,F,8,5915,1
7898,5,Ship,M43001441,3,4,163,3,high,F,6,5912,0
7899,1,Ship,B42912791,3,4,273,2,medium,M,2,4219,1
7900,2,Ship,D35589041,5,5,261,5,medium,M,9,5385,0
7901,3,Ship,Q47290810,5,1,179,2,low,M,8,5198,1
7902,5,Ship,S24955809,5,2,182,3,low,F,10,4128,1
7903,4,Ship,E15498512,3,4,202,2,medium,F,6,5030,0
7904,5,Ship,W12853747,5,2,154,4,low,F,8,4820,0
7905,1,Ship,E18273991,4,4,224,2,low,F,8,5754,1
7906,2,Ship,L21952478,3,2,139,3,medium,M,4,5531,0
7907,3,Ship,A24996106,3,5,256,2,medium,F,6,5375,0
7908,5,Ship,X55560231,3,2,251,4,high,F,7,4038,0
7909,4,Ship,D49980520,4,5,254,3,medium,F,10,4148,0
7910,5,Ship,F35071506,5,1,181,3,low,F,6,5423,0
7911,1,Ship,E37503259,4,4,254,3,low,M,7,5637,0
7912,2,Ship,R38435158,3,3,239,3,medium,M,7,4942,0
7913,3,Ship,W30295945,3,3,167,2,low,M,6,5101,0
7914,5,Ship,P43926971,4,2,192,2,low,M,9,4140,0
7915,4,Ship,Y58822942,3,2,163,2,low,F,5,5021,0
7916,5,Ship,T41954439,3,1,213,2,low,M,6,4747,0
7917,1,Ship,G48335343,3,3,230,3,low,M,4,4018,1
7918,2,Ship,V58619392,3,3,264,3,low,M,3,4970,0
7919,3,Ship,B32893098,5,1,182,2,low,M,6,4121,1
7920,5,Road,C28111496,5,1,223,3,medium,F,4,4905,1
7921,4,Road,N37554976,4,1,261,2,medium,F,9,4158,0
7922,5,Road,X30994475,4,2,248,2,low,F,10,5783,0
7923,1,Road,K42370742,4,5,169,4,low,M,5,5347,0
7924,2,Road,L15608744,3,4,188,6,medium,F,6,4031,1
7925,3,Road,E37168548,3,4,142,4,medium,M,5,4429,0
7926,5,Road,D57520665,4,1,208,2,low,F,5,5707,1
7927,4,Road,P43913274,4,5,239,2,medium,F,1,4247,0
7928,5,Road,O49593508,5,5,218,5,low,M,5,4303,1
7929,1,Road,C21669862,4,1,137,3,medium,F,3,4962,1
7930,2,Road,S41751936,4,4,97,6,low,M,4,5801,0
7931,3,Road,I26913506,3,1,242,10,high,M,9,5151,1
7932,5,Road,M37104404,4,3,153,7,medium,F,4,4499,1
7933,4,Road,B16902162,3,3,188,5,low,F,6,5713,0
7934,5,Road,D17143431,4,1,272,2,low,F,8,5328,1
7935,1,Road,Q16741194,2,2,165,3,medium,F,10,4080,1
7936,2,Road,S18431567,4,4,218,2,medium,F,3,5692,1
7937,3,Road,E31313576,4,3,153,4,low,M,4,5161,0
7938,5,Road,W16993756,6,1,250,2,medium,M,4,4016,0
7939,4,Road,E49179265,4,1,204,8,low,F,7,5359,0
7940,5,Road,L24739019,4,1,154,10,high,M,10,5674,1
7941,1,Road,A22671271,4,2,233,7,medium,F,5,5361,0
7942,2,Flight,X25823563,4,3,225,8,low,M,8,4718,1
7943,3,Flight,D12830510,4,4,269,10,high,F,3,4488,0
7944,5,Flight,F17585423,4,5,173,4,low,M,7,4978,1
7945,4,Flight,E43676770,4,1,145,3,low,M,8,5127,0
7946,5,Flight,R56122744,4,4,242,2,medium,M,6,5866,0
7947,1,Flight,W44575134,3,5,255,7,medium,M,8,4091,1
7948,2,Flight,P19635320,4,1,254,7,low,M,5,4104,1
7949,3,Flight,Y27572805,4,3,150,3,high,F,2,4383,0
7950,5,Flight,T36984378,4,2,201,8,medium,F,6,5128,0
7951,4,Flight,G36789364,5,2,262,5,low,M,5,1751,0
7952,5,Flight,V45883705,6,4,306,4,low,F,8,1465,0
7953,1,Flight,B23805585,6,5,276,4,low,M,9,1319,0
7954,2,Flight,C41588405,3,2,183,5,low,M,3,1336,1
7955,3,Flight,N48028598,5,1,239,5,low,F,7,1859,1
7956,5,Flight,X16276081,7,3,285,4,low,M,10,1935,1
7957,4,Flight,K38231106,5,5,229,6,low,F,6,1857,0
7958,5,Flight,L22105685,7,5,308,5,medium,M,6,1154,0
7959,1,Flight,E48466873,6,2,293,4,low,F,7,1477,0
7960,2,Flight,D29556946,6,4,247,4,low,M,7,1831,0
7961,3,Flight,P42856456,6,1,260,5,low,F,3,1434,0
7962,5,Flight,O20943089,7,1,308,4,medium,M,5,1705,0
7963,4,Flight,C21791271,5,3,274,6,medium,M,7,1293,0
7964,5,Ship,S43909182,5,1,236,6,low,M,4,1123,1
7965,1,Ship,I59227458,7,1,291,4,medium,F,1,1796,0
7966,2,Ship,M21819680,5,4,223,3,medium,M,7,5738,0
7967,3,Ship,B43488306,4,4,261,2,medium,M,8,5006,1
7968,5,Ship,D19179601,4,1,248,2,low,F,6,5621,0
7969,4,Ship,Q44301112,4,5,169,4,low,F,6,4213,0
7970,5,Ship,S20109707,3,2,188,6,medium,F,1,4856,0
7971,1,Ship,E17431319,3,1,142,4,medium,M,7,4780,0
7972,2,Ship,W51727545,4,1,208,2,low,M,6,5266,0
7973,3,Ship,E31701600,4,3,239,2,medium,F,7,5384,0
7974,5,Ship,L58705989,5,3,218,5,low,F,9,4435,1
7975,4,Ship,A47406012,4,5,137,3,medium,M,1,4861,0
7976,5,Ship,X20758913,4,3,97,6,low,F,4,4375,0
7977,1,Ship,D55303980,3,4,242,10,high,M,5,4127,0
7978,2,Ship,F36189398,4,1,153,7,medium,F,4,5761,1
7979,3,Ship,E27762734,3,4,188,5,low,F,3,4835,1
7980,5,Ship,R46400432,4,4,272,2,low,M,7,4042,1
7981,4,Ship,W26866441,2,4,165,3,medium,M,7,5856,0
7982,5,Ship,P37752939,4,4,218,2,medium,M,3,5039,0
7983,1,Ship,Y57359396,4,4,153,4,low,M,5,5162,0
7984,2,Ship,T29060272,6,3,250,2,medium,F,1,4747,0
7985,3,Ship,G23044422,4,2,204,8,low,F,1,4038,1
7986,5,Ship,V35056059,4,3,154,10,high,M,7,5317,0
7987,4,Ship,B58960749,4,1,233,7,medium,M,7,4272,1
7988,5,Ship,C10721724,4,2,225,8,low,F,8,5623,0
7989,1,Ship,N15342791,4,2,269,10,high,M,2,5616,1
7990,2,Ship,X59999186,4,1,173,4,low,F,1,5789,0
7991,3,Ship,K51742400,4,3,145,3,low,F,5,5802,1
7992,5,Ship,L30769566,4,5,242,2,medium,F,2,4806,1
7993,4,Ship,E39177131,3,2,255,7,medium,M,2,5282,0
7994,5,Ship,D11335918,4,2,254,7,low,F,6,5121,0
7995,1,Ship,P16048148,4,5,150,3,high,F,10,5767,1
7996,2,Ship,O53253470,4,1,201,8,medium,M,4,4295,0
7997,3,Ship,C51967063,5,3,262,5,low,F,8,1493,1
7998,5,Ship,S36158470,6,1,306,4,low,F,4,1449,1
7999,4,Ship,I25090260,6,4,276,4,low,F,2,1120,1
8000,5,Ship,M28205675,3,2,183,5,low,F,2,1158,1
8001,1,Ship,B32455530,5,2,239,5,low,M,1,1518,1
8002,2,Ship,D26677132,7,2,285,4,low,M,2,1491,1
8003,3,Ship,Q43133442,5,4,229,6,low,F,9,1733,0
8004,5,Ship,S50514907,7,3,308,5,medium,M,10,1152,1
8005,4,Ship,E31294575,6,4,293,4,low,F,8,1145,1
8006,5,Ship,W33793871,6,3,247,4,low,F,6,1537,0
8007,1,Ship,E41141754,6,3,260,5,low,M,8,1324,1
8008,2,Ship,L29572252,7,1,308,4,medium,M,7,1841,1
8009,3,Ship,A23528065,6,2,282,4,low,M,1,1857,1
8010,5,Ship,X34698238,6,4,268,4,medium,F,3,1586,0
8011,4,Ship,D33477310,5,3,238,5,high,M,7,1848,0
8012,5,Ship,F36356554,5,3,254,6,low,M,7,1064,0
8013,1,Ship,E18806669,5,3,252,5,low,M,3,1474,0
8014,2,Ship,R41833343,6,4,254,4,low,M,9,1594,0
8015,3,Ship,W58471320,4,1,263,5,low,M,8,1426,1
8016,5,Ship,P43958735,5,4,256,5,low,M,6,1551,0
8017,4,Ship,Y37129338,6,5,264,4,medium,M,8,1755,0
8018,5,Ship,T44019974,4,5,237,5,low,M,2,1357,1
8019,1,Ship,G30834226,4,1,226,5,medium,M,6,1510,1
8020,2,Ship,V19887538,7,5,289,4,low,M,3,1656,1
8021,3,Ship,B59292964,7,4,281,4,low,M,9,1970,0
8022,5,Ship,C32874831,5,1,258,5,low,F,4,1032,0
8023,4,Ship,N27771992,6,2,263,4,low,F,8,1635,0
8024,5,Ship,X17652616,5,3,245,5,low,F,2,1937,0
8025,1,Ship,K49702478,7,3,296,4,medium,M,8,1826,1
8026,2,Ship,L35089289,7,3,286,4,low,F,5,1866,1
8027,3,Ship,E27849457,6,3,252,2,low,M,1,1756,0
8028,5,Ship,D58194767,6,5,301,4,low,F,7,1393,1
8029,4,Ship,P28478899,7,1,290,4,low,M,4,1488,0
8030,5,Ship,O44106055,7,1,247,4,medium,M,6,1297,1
8031,1,Ship,C30468940,5,5,238,6,low,F,3,1965,1
8032,2,Ship,S40266559,5,2,263,5,medium,F,10,1059,0
8033,3,Ship,I55234851,5,2,263,4,low,M,3,1740,1
8034,5,Ship,M30989804,5,2,248,5,low,F,3,1046,1
8035,4,Ship,B46305563,7,2,289,5,low,M,1,1178,0
8036,5,Ship,D34424019,4,4,256,5,high,M,1,1927,1
8037,1,Ship,Q47689162,6,2,287,4,low,F,7,1837,1
8038,2,Ship,S13681811,4,2,250,5,medium,M,10,1026,1
8039,3,Ship,E23484842,7,3,301,4,medium,M,1,1966,1
8040,5,Ship,W57783560,4,1,245,5,low,F,3,1537,0
8041,4,Ship,E57104168,4,5,226,5,medium,M,8,1133,0
8042,5,Ship,L40330598,6,2,272,5,low,M,8,1045,0
8043,1,Ship,A59909393,3,3,307,5,low,F,3,1578,1
8044,2,Ship,X20782910,6,1,138,3,low,M,6,1604,0
8045,3,Ship,D56177837,5,1,248,5,low,F,8,1810,0
8046,5,Ship,F53697928,5,1,307,4,low,M,8,1511,1
8047,4,Ship,E14680553,6,2,256,4,low,F,6,1507,0
8048,5,Ship,R14699584,6,5,301,5,low,M,8,1443,0
8049,1,Ship,W31998885,7,3,245,4,medium,F,10,1610,1
8050,2,Ship,P18209872,2,2,168,2,medium,F,2,1227,1
8051,3,Ship,Y31283187,6,1,295,4,low,M,10,1600,0
8052,5,Ship,T47093330,6,4,299,4,low,M,9,1527,0
8053,4,Ship,G35530217,6,4,253,4,medium,M,9,1488,0
8054,5,Ship,V41350440,7,4,269,4,medium,M,5,1073,0
8055,1,Ship,B43205247,5,1,267,5,medium,F,10,1818,0
8056,2,Ship,C10643047,3,5,212,3,medium,M,7,4411,1
8057,3,Road,N46445069,5,3,258,3,medium,F,1,5719,0
8058,5,Road,X48490828,4,3,136,3,low,M,6,4911,1
8059,4,Road,K17317592,3,1,101,2,medium,F,1,5560,0
8060,5,Road,L13870558,5,2,191,4,low,F,3,5578,0
8061,1,Road,E37823765,5,5,186,4,low,M,3,4287,0
8062,2,Road,D17798069,4,4,104,5,low,F,7,5590,0
8063,3,Road,P25601110,4,3,201,4,medium,F,3,4797,0
8064,5,Road,O10473460,3,2,235,2,medium,F,10,4172,0
8065,4,Road,C54617404,4,4,271,6,high,M,3,5204,0
8066,5,Road,S58358962,2,3,133,4,low,F,5,5989,1
8067,1,Road,I40078754,3,1,256,4,low,M,6,4814,1
8068,2,Road,M36198817,3,1,225,2,low,F,2,4438,1
8069,3,Road,B14311172,5,3,202,3,low,M,4,4134,1
8070,5,Road,D21791828,4,4,214,3,medium,F,1,4717,0
8071,4,Road,Q26756808,6,3,217,6,medium,M,3,4209,0
8072,5,Road,S17468783,4,1,241,2,low,M,3,5672,0
8073,1,Road,E16622467,2,3,263,3,low,M,10,5997,0
8074,2,Road,W19852141,4,2,273,2,low,F,9,4221,0
8075,3,Road,E26025482,4,4,199,3,low,F,9,5016,0
8076,5,Road,L51496234,4,1,198,4,medium,F,9,5382,0
8077,4,Road,A45854532,2,4,101,6,low,F,6,5080,1
8078,5,Road,X16550563,4,4,155,4,low,F,10,5483,1
8079,1,Flight,D55041682,2,1,155,2,low,M,2,5661,1
8080,2,Flight,F41978778,4,3,117,3,medium,F,4,4666,0
8081,3,Flight,E43413539,3,2,262,2,low,M,5,5747,1
8082,5,Flight,R33220096,5,4,142,3,low,F,8,5468,1
8083,4,Flight,W48766540,4,4,115,3,medium,M,7,4609,0
8084,5,Flight,P37541739,4,4,175,3,low,F,6,4600,1
8085,1,Flight,Y42370875,2,5,239,2,low,F,9,5363,1
8086,2,Flight,T53357651,4,1,171,2,low,M,3,4271,0
8087,3,Flight,G20982089,4,4,174,3,low,M,8,4348,0
8088,5,Flight,V30601309,4,1,164,3,high,F,1,5492,0
8089,4,Flight,B48466293,3,2,262,2,medium,M,4,5738,0
8090,5,Flight,C34765589,3,5,262,2,medium,F,7,4422,1
8091,1,Flight,N41039273,3,1,245,3,low,F,4,5449,0
8092,2,Flight,X31760860,3,4,184,3,low,F,2,4875,0
8093,3,Flight,K51728927,5,1,231,2,low,M,10,4892,1
8094,5,Flight,L38998495,5,1,226,4,high,F,2,5600,0
8095,4,Flight,E10049382,4,1,211,3,medium,F,2,5851,0
8096,5,Flight,D53249182,4,2,266,5,medium,M,3,4578,0
8097,1,Flight,P18893776,4,2,216,3,low,M,4,4309,1
8098,2,Flight,O43907690,4,3,153,3,low,M,5,5743,1
8099,3,Flight,C41107540,2,2,242,3,high,M,9,4717,0
8100,5,Flight,S30678496,5,1,282,5,low,M,6,5182,1
8101,4,Ship,I18253820,4,1,165,3,medium,F,10,4574,0
8102,5,Ship,M30433193,3,1,146,3,medium,M,9,4944,1
8103,1,Ship,B35627392,5,3,113,3,medium,F,5,4743,0
8104,2,Ship,D45191748,3,2,161,3,medium,F,1,5757,0
8105,3,Ship,Q32845933,2,2,219,2,medium,M,8,4518,0
8106,5,Ship,S35722886,4,2,237,2,low,F,1,5261,0
8107,4,Ship,E14603015,4,3,246,3,low,M,5,4384,0
8108,5,Ship,W29795772,3,4,229,6,medium,F,3,5471,0
8109,1,Ship,E45472162,3,3,195,3,low,M,1,4224,0
8110,2,Ship,L12299638,4,3,160,2,low,M,5,4522,1
8111,3,Ship,A56765334,3,5,144,2,medium,M,6,5983,0
8112,5,Ship,X45778589,3,3,217,4,medium,F,3,5602,0
8113,4,Ship,D59420651,3,4,240,3,high,F,6,4412,0
8114,5,Ship,F20656909,3,2,210,3,medium,M,8,4011,0
8115,1,Ship,E13903027,4,2,249,3,low,F,9,5459,1
8116,2,Ship,R45649227,4,1,178,3,high,M,3,5520,1
8117,3,Ship,W34615974,6,4,224,4,low,F,6,4493,0
8118,5,Ship,P59427866,3,1,142,3,medium,F,10,4915,1
8119,4,Ship,Y49499456,4,5,163,2,medium,F,10,5529,1
8120,5,Ship,T23617097,4,1,261,4,medium,F,10,4632,0
8121,1,Ship,G49113840,3,4,151,3,medium,M,5,4767,1
8122,2,Ship,V12755807,4,2,197,2,medium,M,3,4715,1
8123,3,Ship,B37552319,6,3,155,2,medium,F,1,4182,1
8124,5,Ship,C23105711,3,5,152,4,medium,M,2,4809,0
8125,4,Ship,N15531746,4,5,275,6,low,M,3,5008,0
8126,5,Ship,X55121328,3,1,102,4,medium,F,4,5936,1
8127,1,Ship,K20756969,4,1,285,2,low,M,4,4401,0
8128,2,Ship,L37256896,4,5,248,2,medium,M,10,4366,1
8129,3,Ship,E57682969,3,4,274,3,low,F,7,5036,1
8130,5,Ship,D13904900,4,4,104,4,low,M,6,4323,1
8131,4,Ship,P19190961,5,4,176,3,medium,M,10,5456,0
8132,5,Ship,O52003093,5,4,237,3,medium,F,1,4369,0
8133,1,Ship,C11489351,4,4,247,2,medium,M,9,5095,0
8134,2,Ship,S12465917,5,5,212,5,low,F,6,4463,0
8135,3,Ship,I40003531,4,5,226,2,low,M,1,4532,0
8136,5,Ship,M31547689,6,2,213,2,medium,F,7,5415,0
8137,4,Ship,B52152708,4,3,177,3,low,M,1,5282,0
8138,5,Ship,D25756719,4,5,235,4,medium,M,6,4633,1
8139,1,Ship,Q46742569,3,4,263,3,medium,F,2,5741,1
8140,2,Ship,S44466884,3,3,181,3,low,F,10,5337,0
8141,3,Ship,E51567648,3,2,178,2,medium,F,2,4122,0
8142,5,Ship,W24107806,3,5,243,3,medium,F,4,4130,1
8143,4,Ship,E41809163,3,3,230,3,medium,F,2,4742,1
8144,5,Ship,L21423147,4,3,106,2,medium,F,6,5867,0
8145,1,Ship,A51492972,4,5,266,3,medium,F,2,4867,0
8146,2,Ship,X11950708,5,2,284,4,low,M,1,4171,1
8147,3,Ship,D26643659,2,5,233,3,low,M,9,4751,1
8148,5,Ship,F49307051,3,3,200,3,high,F,2,4777,1
8149,4,Ship,E23444717,3,2,176,2,medium,F,1,5292,0
8150,5,Ship,R39160312,5,1,279,5,medium,M,4,4405,1
8151,1,Ship,W44367177,3,3,164,3,high,M,9,5070,0
8152,2,Ship,P11740390,4,3,163,3,low,F,10,5002,1
8153,3,Ship,Y29203544,4,5,254,3,medium,F,3,4404,0
8154,5,Ship,T34924231,5,4,234,3,low,F,2,4269,0
8155,4,Ship,G13357416,4,1,191,3,low,F,8,4021,1
8156,5,Ship,V50647120,3,3,224,3,medium,F,5,4214,1
8157,1,Ship,B36391785,3,1,250,2,low,F,5,4232,0
8158,2,Ship,C39567601,4,5,101,6,medium,M,8,4146,0
8159,3,Ship,N10227422,3,2,227,3,medium,M,6,5058,0
8160,5,Ship,X57395686,3,1,173,2,medium,F,4,5521,0
8161,4,Ship,K53844491,4,3,209,5,medium,M,6,4384,0
8162,5,Ship,L37404117,3,5,241,3,low,F,4,4132,0
8163,1,Ship,E28994980,5,5,257,3,medium,F,9,5972,0
8164,2,Ship,D22768261,5,1,146,3,high,F,3,4345,1
8165,3,Ship,P20792444,2,3,129,5,medium,M,3,5444,1
8166,5,Ship,O40602018,3,4,285,3,low,M,9,4768,1
8167,4,Ship,C37986038,3,1,133,3,low,F,5,5213,1
8168,5,Ship,S49805804,4,2,185,3,low,M,1,4786,0
8169,1,Ship,I58227758,5,5,193,4,medium,M,8,5714,0
8170,2,Ship,M18521747,5,4,228,6,medium,M,5,4974,1
8171,3,Ship,B16301566,3,3,179,2,low,M,5,5058,0
8172,5,Ship,D41980383,4,2,224,3,low,F,9,4896,0
8173,4,Ship,Q10953232,3,2,279,6,medium,M,1,5855,0
8174,5,Ship,S51642170,4,2,181,3,medium,M,4,5717,0
8175,1,Ship,E18993852,5,5,198,2,medium,M,9,4526,0
8176,2,Ship,W16776298,3,5,193,3,medium,F,4,5817,0
8177,3,Ship,E50876352,5,4,184,3,low,F,1,4208,1
8178,5,Ship,L30516658,5,2,139,3,low,M,9,5920,0
8179,4,Ship,A24868105,5,3,210,3,low,M,5,4560,1
8180,5,Ship,X56066791,4,3,225,2,low,M,2,4520,1
8181,1,Ship,D26029684,3,1,189,2,low,F,5,4738,0
8182,2,Ship,F51709420,4,5,164,4,low,F,4,5736,0
8183,3,Ship,E15527788,3,5,196,3,low,M,1,5303,1
8184,5,Ship,R17866773,5,3,246,2,medium,F,1,4533,0
8185,4,Ship,W52192817,4,4,188,4,low,F,10,4571,1
8186,5,Ship,P17798704,3,3,250,2,medium,F,4,4380,0
8187,1,Ship,Y41069776,4,2,156,4,medium,F,2,5795,1
8188,2,Ship,T27612358,3,1,218,4,low,M,6,5480,1
8189,3,Ship,G21859279,5,5,172,2,low,M,5,5791,0
8190,5,Ship,V34367439,3,1,259,2,low,F,3,4380,0
8191,4,Ship,B44948490,3,3,231,3,medium,F,9,4623,1
8192,5,Ship,C50972756,5,2,224,3,high,M,4,4271,0
8193,1,Ship,N31441515,4,5,201,3,low,M,7,4048,0
8194,2,Road,X26067146,4,2,189,2,medium,M,5,4374,0
8195,3,Road,K30789571,5,4,265,3,medium,M,10,4565,0
8196,5,Road,L25045896,3,5,147,3,medium,M,5,5357,1
8197,4,Road,E36464398,4,4,195,3,low,F,6,5783,0
8198,5,Road,D54266654,4,5,216,3,medium,F,7,5891,0
8199,1,Road,P18423231,4,2,148,2,low,M,5,4031,0
8200,2,Road,O47024140,5,4,180,4,medium,F,7,4200,1
8201,3,Road,C28738031,3,3,169,3,low,F,7,5976,0
8202,5,Road,S54860750,3,4,200,3,low,F,7,5400,0
8203,4,Road,I15035735,3,3,255,2,low,F,10,5632,0
8204,5,Road,M14852657,4,3,238,2,low,F,1,4051,0
8205,1,Road,B45719317,3,4,163,3,medium,M,5,5088,1
8206,2,Road,D41679311,4,5,177,3,medium,M,7,4031,1
8207,3,Road,Q41277882,4,5,206,3,medium,M,5,5785,1
8208,5,Road,S10385272,3,4,175,3,low,F,2,5272,0
8209,4,Road,E18529536,5,5,247,2,medium,M,5,4250,0
8210,5,Road,W43705139,4,3,152,4,medium,F,4,5809,0
8211,1,Road,E24405903,4,4,162,3,low,F,8,5394,0
8212,2,Road,L56326431,3,4,206,3,medium,F,5,5915,0
8213,3,Road,A20537188,3,4,186,4,low,F,6,5540,0
8214,5,Road,X17874740,4,5,179,3,low,F,4,4487,0
8215,4,Road,D41533088,3,5,172,3,medium,F,7,4929,0
8216,5,Flight,F28745795,3,3,158,2,medium,M,7,4865,0
8217,1,Flight,E33610458,6,5,143,5,high,M,9,4060,0
8218,2,Flight,R47975528,5,3,171,3,medium,F,7,4994,0
8219,3,Flight,W44164188,4,2,175,3,high,M,4,4426,0
8220,5,Flight,P44149825,4,5,173,3,medium,F,8,4040,1
8221,4,Flight,Y15021590,4,4,268,3,medium,M,10,4531,0
8222,5,Flight,T56239919,4,5,232,3,low,F,8,5923,0
8223,1,Flight,G32032812,4,2,203,4,medium,F,9,4217,0
8224,2,Flight,V49387797,3,4,140,3,low,M,3,5300,0
8225,3,Flight,B31437130,3,4,138,3,medium,F,10,4327,1
8226,5,Flight,C11217811,5,1,262,3,medium,M,9,5146,0
8227,4,Flight,N12002972,4,1,245,3,low,F,9,4024,1
8228,5,Flight,X36416619,3,4,224,3,low,F,10,4806,1
8229,1,Flight,K35309481,3,4,186,2,low,F,4,4585,0
8230,2,Flight,L36885459,4,2,282,4,medium,M,5,5422,1
8231,3,Flight,E16792326,5,1,266,3,low,M,8,4786,1
8232,5,Flight,D39691123,4,2,256,4,low,F,7,5571,0
8233,4,Flight,P19571176,3,3,155,3,medium,F,7,5464,0
8234,5,Flight,O58530064,2,4,142,3,high,M,2,5700,0
8235,1,Flight,C39469109,6,3,229,8,medium,M,6,4600,0
8236,2,Flight,S51602312,4,3,211,8,medium,F,6,5583,0
8237,3,Flight,I31040682,5,1,264,6,high,F,4,5337,0
8238,5,Ship,M13514640,6,1,217,4,medium,M,3,5571,0
8239,4,Ship,B27942055,5,3,145,3,low,M,3,4077,1
8240,5,Ship,D35956845,3,2,185,4,low,M,6,5854,0
8241,1,Ship,Q24165752,4,4,221,10,high,M,6,5582,1
8242,2,Ship,S42882220,4,5,208,3,low,F,8,4632,0
8243,3,Ship,E28597495,4,5,260,2,medium,M,2,5368,0
